EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,DEATHS_DIRECT
5540002,IOWA,1996,January  ,Heavy Snow,0,2
5538890,WISCONSIN,1996,January  ,Blizzard,0,1
5546161,PENNSYLVANIA,1996,January  ,Blizzard,0,4
5539287,ARIZONA,1996,January  ,Dust Storm,17,0
5543274,NEW JERSEY,1996,January  ,Flood,0,1
5543041,MARYLAND,1996,January  ,Lightning,1,0
5543256,PENNSYLVANIA,1996,January  ,Flood,2,0
5543255,PENNSYLVANIA,1996,January  ,Flood,0,3
5543252,PENNSYLVANIA,1996,January  ,Flood,1,0
5544777,WASHINGTON,1996,January  ,Cold/Wind Chill,0,1
5544776,WASHINGTON,1996,January  ,Cold/Wind Chill,0,1
5569986,PENNSYLVANIA,1996,January  ,Flash Flood,0,6
5543443,PENNSYLVANIA,1996,January  ,Flood,0,1
5560815,OREGON,1996,January  ,Thunderstorm Wind,0,1
5541968,NORTH CAROLINA,1996,January  ,Heavy Snow,0,1
5543269,NEW JERSEY,1996,January  ,High Wind,2,0
5569989,PENNSYLVANIA,1996,January  ,Flash Flood,0,1
5542612,KENTUCKY,1996,January  ,Thunderstorm Wind,2,0
5542601,MISSOURI,1996,January  ,Tornado,1,0
5562139,CONNECTICUT,1996,January  ,Thunderstorm Wind,1,0
5542613,KENTUCKY,1996,January  ,Tornado,2,0
5554216,VERMONT,1996,January  ,Flood,0,2
5569356,OHIO,1996,January  ,Winter Storm,0,1
5543245,NEW JERSEY,1996,January  ,Flood,1,0
5556445,MAINE,1996,January  ,Flood,1,0
5554226,VERMONT,1996,January  ,High Wind,1,0
5540871,VIRGINIA,1996,January  ,Blizzard,1,0
5539723,IOWA,1996,January  ,Blizzard,0,1
5538792,ARKANSAS,1996,January  ,Thunderstorm Wind,3,0
5538494,SOUTH DAKOTA,1996,January  ,Blizzard,1,0
5543025,PENNSYLVANIA,1996,January  ,Heavy Snow,1,0
5543022,PENNSYLVANIA,1996,January  ,Heavy Snow,1,0
5543021,PENNSYLVANIA,1996,January  ,Heavy Snow,0,1
5569804,PENNSYLVANIA,1996,January  ,Flash Flood,0,1
5546181,NEW JERSEY,1996,January  ,Blizzard,0,1
5546180,NEW JERSEY,1996,January  ,Blizzard,0,1
5546173,NEW JERSEY,1996,January  ,Winter Storm,0,1
5546167,PENNSYLVANIA,1996,January  ,Blizzard,0,1
5546164,PENNSYLVANIA,1996,January  ,Blizzard,0,1
5546162,PENNSYLVANIA,1996,January  ,Blizzard,0,1
5537434,PENNSYLVANIA,1996,January  ,Heavy Snow,0,1
5537373,ALABAMA,1996,January  ,Tornado,3,1
5541966,NORTH CAROLINA,1996,January  ,Heavy Snow,0,1
5541964,NORTH CAROLINA,1996,January  ,Heavy Snow,1,0
5543066,MARYLAND,1996,January  ,Flood,2,0
5569800,PENNSYLVANIA,1996,January  ,Flash Flood,0,1
5538285,SOUTH DAKOTA,1996,January  ,Ice Storm,1,3
5538576,WISCONSIN,1996,January  ,Cold/Wind Chill,7,0
5535845,TEXAS,1996,January  ,Tornado,5,0
5542404,MISSOURI,1996,January  ,Thunderstorm Wind,1,0
5542222,VIRGINIA,1996,January  ,Heavy Snow,0,1
5545610,NEW YORK,1996,January  ,Flash Flood,0,6
5541136,MARYLAND,1996,January  ,Blizzard,0,1
5541133,MARYLAND,1996,January  ,Blizzard,150,0
5541127,MARYLAND,1996,January  ,Blizzard,0,1
5538676,MISSISSIPPI,1996,January  ,High Wind,1,0
5538500,SOUTH DAKOTA,1996,January  ,Blizzard,0,1
5535588,ILLINOIS,1996,January  ,Winter Storm,2,0
5538282,SOUTH DAKOTA,1996,January  ,Ice Storm,15,0
5538403,MINNESOTA,1996,January  ,Blizzard,0,1
5538088,WISCONSIN,1996,January  ,Cold/Wind Chill,0,1
5538297,WISCONSIN,1996,January  ,Cold/Wind Chill,0,1
5556653,NEW HAMPSHIRE,1996,January  ,Avalanche,1,1
5541343,MARYLAND,1996,January  ,Flash Flood,1,0
5538566,WISCONSIN,1996,January  ,Cold/Wind Chill,1,0
5538447,NORTH DAKOTA,1996,January  ,Cold/Wind Chill,0,1
5538446,NORTH DAKOTA,1996,January  ,Cold/Wind Chill,0,1
5537602,TEXAS,1996,January  ,High Wind,0,3
5535709,NEBRASKA,1996,January  ,Cold/Wind Chill,2,0
5535830,TEXAS,1996,January  ,Cold/Wind Chill,0,1
5536048,TEXAS,1996,January  ,Cold/Wind Chill,0,4
5535550,ILLINOIS,1996,January  ,Winter Storm,2,0
5556667,NEW HAMPSHIRE,1996,January  ,Heavy Snow,1,0
5569363,OHIO,1996,January  ,Winter Storm,0,1
5538562,WISCONSIN,1996,January  ,Cold/Wind Chill,0,1
5536214,FLORIDA,1996,January  ,High Wind,5,0
5536955,SOUTH CAROLINA,1996,January  ,Cold/Wind Chill,0,2
5574627,LOUISIANA,1996,January  ,Tornado,3,0
5553420,NEW YORK,1996,January  ,Flood,0,1
5541122,VIRGINIA,1996,January  ,Flood,0,4
5535507,MISSISSIPPI,1996,January  ,Tornado,1,0
5538033,MISSOURI,1996,January  ,Thunderstorm Wind,1,0
5535574,ILLINOIS,1996,January  ,Winter Storm,2,0
5536088,TEXAS,1996,January  ,High Wind,2,0
5559335,MAINE,1996,January  ,Heavy Rain,4,0
5574649,KANSAS,1996,January  ,High Wind,0,1
5541089,VIRGINIA,1996,January  ,Flash Flood,0,1
5536213,FLORIDA,1996,January  ,High Wind,1,0
5536209,KANSAS,1996,January  ,Winter Storm,1,1
5536210,FLORIDA,1996,January  ,Tornado,9,0
5569819,PENNSYLVANIA,1996,January  ,Flash Flood,0,4
5538043,COLORADO,1996,January  ,High Wind,3,0
5538457,LOUISIANA,1996,January  ,Tornado,30,0
5538189,NEBRASKA,1996,January  ,Winter Storm,0,1
5541380,WEST VIRGINIA,1996,January  ,Flash Flood,0,1
5535993,INDIANA,1996,January  ,High Wind,0,1
5540896,VIRGINIA,1996,January  ,Heavy Snow,1,0
5574628,LOUISIANA,1996,January  ,Lightning,1,1
5540874,VIRGINIA,1996,January  ,Blizzard,0,1
5537947,NEW YORK,1996,January  ,High Wind,3,0
5538170,CALIFORNIA,1996,January  ,Dense Fog,6,0
5569817,PENNSYLVANIA,1996,January  ,Flash Flood,0,1
5553410,NEW YORK,1996,January  ,Flood,0,2
5537403,OHIO,1996,January  ,Heavy Snow,1,0
5535852,TEXAS,1996,January  ,Tornado,1,0
5546183,NEW JERSEY,1996,January  ,Blizzard,0,1
5583205,NEW YORK,1996,January  ,Flash Flood,0,1
5539024,MISSOURI,1996,January  ,Thunderstorm Wind,1,0
5583196,NEW YORK,1996,January  ,High Wind,4,0
5538581,WISCONSIN,1996,January  ,Cold/Wind Chill,2,0
5538557,WISCONSIN,1996,January  ,Cold/Wind Chill,0,1
5544172,WASHINGTON,1996,January  ,Heavy Snow,1,0
5544171,WASHINGTON,1996,January  ,Heavy Snow,4,1
5548075,MONTANA,1996,January  ,Cold/Wind Chill,0,1
5535520,ARKANSAS,1996,January  ,Tornado,3,0
5547790,OKLAHOMA,1996,January  ,Cold/Wind Chill,0,2
5537464,GEORGIA,1996,January  ,Cold/Wind Chill,0,1
5541927,TEXAS,1996,February ,Tornado,1,0
5541924,TEXAS,1996,February ,Ice Storm,1,1
5541917,ARKANSAS,1996,February ,Ice Storm,0,1
5563668,OREGON,1996,February ,Debris Flow,0,1
5575644,MICHIGAN,1996,February ,Heavy Snow,0,1
5580217,NORTH CAROLINA,1996,February ,Winter Storm,35,0
5580216,NORTH CAROLINA,1996,February ,Winter Storm,4,0
5559415,NEW YORK,1996,February ,High Wind,0,1
5580215,NORTH CAROLINA,1996,February ,Winter Storm,2,0
5580207,NORTH CAROLINA,1996,February ,Winter Storm,12,2
5580206,NORTH CAROLINA,1996,February ,Winter Storm,4,1
5559407,NEW YORK,1996,February ,High Wind,1,0
5556869,NEW HAMPSHIRE,1996,February ,Cold/Wind Chill,0,1
5558024,OREGON,1996,February ,Ice Storm,0,1
5552404,CONNECTICUT,1996,February ,High Wind,3,2
5548505,MISSISSIPPI,1996,February ,Cold/Wind Chill,0,1
5545840,PENNSYLVANIA,1996,February ,Dense Fog,1,0
5552258,CONNECTICUT,1996,February ,Lightning,1,0
5542435,ILLINOIS,1996,February ,Cold/Wind Chill,0,2
5542841,MISSISSIPPI,1996,February ,Cold/Wind Chill,0,1
5542840,MISSISSIPPI,1996,February ,Cold/Wind Chill,0,1
5542839,TENNESSEE,1996,February ,Cold/Wind Chill,0,2
5580205,NORTH CAROLINA,1996,February ,Winter Storm,2,0
5580204,NORTH CAROLINA,1996,February ,Winter Storm,86,0
5580203,NORTH CAROLINA,1996,February ,Winter Storm,10,1
5582843,MONTANA,1996,February ,Cold/Wind Chill,0,1
5580208,NORTH CAROLINA,1996,February ,Winter Storm,10,1
5558048,OREGON,1996,February ,Flood,0,7
5541530,MISSISSIPPI,1996,February ,Tornado,4,0
5539571,ILLINOIS,1996,February ,Lightning,1,0
5548992,OHIO,1996,February ,Cold/Wind Chill,0,1
5541879,WISCONSIN,1996,February ,Cold/Wind Chill,15,4
5541272,WISCONSIN,1996,February ,Cold/Wind Chill,0,1
5539575,ILLINOIS,1996,February ,Cold/Wind Chill,0,1
5538827,NEBRASKA,1996,February ,Cold/Wind Chill,1,0
5541721,LOUISIANA,1996,February ,Ice Storm,0,1
5542692,COLORADO,1996,February ,High Wind,6,0
5539907,ALABAMA,1996,February ,Cold/Wind Chill,0,1
5541724,ALABAMA,1996,February ,Cold/Wind Chill,0,1
5539289,ARIZONA,1996,February ,Lightning,1,0
5540500,IOWA,1996,February ,Cold/Wind Chill,0,1
5537599,MICHIGAN,1996,February ,Cold/Wind Chill,0,1
5541875,WISCONSIN,1996,February ,Cold/Wind Chill,1,0
5540114,ALABAMA,1996,February ,Flash Flood,0,1
5539655,VIRGINIA,1996,February ,Heavy Snow,0,1
5537655,TENNESSEE,1996,February ,Winter Storm,1,0
5541765,FLORIDA,1996,February ,Tornado,0,1
5540117,ALABAMA,1996,February ,Thunderstorm Wind,15,0
5542440,ILLINOIS,1996,February ,Cold/Wind Chill,0,1
5536880,WISCONSIN,1996,February ,Cold/Wind Chill,0,1
5548512,MISSISSIPPI,1996,February ,Tornado,10,0
5541869,WISCONSIN,1996,February ,Cold/Wind Chill,2,0
5535865,NORTH CAROLINA,1996,February ,Cold/Wind Chill,0,1
5535864,NORTH CAROLINA,1996,February ,Cold/Wind Chill,0,1
5539670,VIRGINIA,1996,February ,Cold/Wind Chill,0,1
5548494,LOUISIANA,1996,February ,Cold/Wind Chill,0,1
5539791,ILLINOIS,1996,February ,Cold/Wind Chill,0,1
5535667,SOUTH CAROLINA,1996,February ,Cold/Wind Chill,0,1
5537272,WYOMING,1996,February ,Cold/Wind Chill,0,1
5537679,IDAHO,1996,February ,Flood,1,0
5537678,SOUTH CAROLINA,1996,February ,Cold/Wind Chill,0,1
5537538,CALIFORNIA,1996,February ,Flood,0,1
5537537,CALIFORNIA,1996,February ,Flood,2,0
5540368,COLORADO,1996,February ,Winter Storm,5,0
5535444,NORTH DAKOTA,1996,February ,Cold/Wind Chill,0,1
5537523,WYOMING,1996,February ,High Wind,2,0
5536928,WISCONSIN,1996,February ,Ice Storm,1,0
5547696,WEST VIRGINIA,1996,February ,Heavy Rain,0,4
5536175,UTAH,1996,February ,Heavy Snow,1,1
5540551,KANSAS,1996,February ,Wildfire,3,0
5540165,COLORADO,1996,February ,Heavy Snow,2,1
5535892,NORTH CAROLINA,1996,February ,Cold/Wind Chill,0,1
5544758,PENNSYLVANIA,1996,March    ,Thunderstorm Wind,1,0
5546527,ALABAMA,1996,March    ,Lightning,1,0
5546526,ALABAMA,1996,March    ,Tornado,40,4
5546141,GEORGIA,1996,March    ,Tornado,1,0
5545865,NEW YORK,1996,March    ,Heavy Snow,6,0
5547389,GEORGIA,1996,March    ,Tornado,5,0
5547388,GEORGIA,1996,March    ,Thunderstorm Wind,1,0
5547990,TENNESSEE,1996,March    ,Winter Weather,1,0
5552287,ALABAMA,1996,March    ,Tornado,1,0
5545851,NEW YORK,1996,March    ,Heavy Snow,1,1
5546533,ALABAMA,1996,March    ,Thunderstorm Wind,0,1
5543805,MISSISSIPPI,1996,March    ,Tornado,5,0
5548009,TENNESSEE,1996,March    ,Tornado,1,0
5546532,ALABAMA,1996,March    ,Tornado,17,2
5545864,NEW YORK,1996,March    ,Heavy Snow,2,0
5548863,ARKANSAS,1996,March    ,Tornado,2,0
5552293,ALABAMA,1996,March    ,Tornado,5,0
5542419,IOWA,1996,March    ,Blizzard,0,1
5549201,OHIO,1996,March    ,Winter Storm,0,1
5552294,ALABAMA,1996,March    ,Thunderstorm Wind,1,0
5541430,FLORIDA,1996,March    ,Lightning,1,0
5542165,SOUTH CAROLINA,1996,March    ,Strong Wind,0,5
5546516,IOWA,1996,March    ,Blizzard,3,0
5549797,MINNESOTA,1996,March    ,Blizzard,0,1
5547364,NEBRASKA,1996,March    ,Winter Storm,0,3
5575241,FLORIDA,1996,March    ,Hail,1,0
5546758,ALABAMA,1996,March    ,Tornado,2,0
5552520,PENNSYLVANIA,1996,March    ,Winter Storm,2,0
5545858,NEW YORK,1996,March    ,Heavy Snow,1,1
5539195,MARYLAND,1996,March    ,High Wind,6,0
5552291,ALABAMA,1996,March    ,Tornado,15,0
5549780,SOUTH DAKOTA,1996,March    ,Blizzard,5,0
5547916,FLORIDA,1996,March    ,Tornado,18,0
5549768,SOUTH DAKOTA,1996,March    ,Blizzard,2,0
5576190,NEW HAMPSHIRE,1996,March    ,Avalanche,0,2
5540400,KANSAS,1996,March    ,Thunderstorm Wind,1,0
5540620,WISCONSIN,1996,March    ,High Wind,1,0
5541192,SOUTH CAROLINA,1996,March    ,Thunderstorm Wind,3,1
5540041,ILLINOIS,1996,March    ,Winter Storm,0,1
5539829,ILLINOIS,1996,March    ,High Wind,0,1
5541199,SOUTH CAROLINA,1996,March    ,Thunderstorm Wind,4,0
5549785,SOUTH DAKOTA,1996,March    ,Blizzard,1,1
5537682,CALIFORNIA,1996,March    ,High Surf,0,2
5536189,UTAH,1996,March    ,Heavy Snow,1,0
5546749,ALABAMA,1996,March    ,Thunderstorm Wind,1,0
5572962,HAWAII,1996,March    ,High Surf,0,1
5572956,HAWAII,1996,March    ,High Wind,1,0
5547907,FLORIDA,1996,March    ,Thunderstorm Wind,1,0
5545862,NEW YORK,1996,March    ,Heavy Snow,1,2
5575657,MICHIGAN,1996,March    ,Winter Storm,2,1
5547167,ALABAMA,1996,March    ,Tornado,2,0
5549537,ARKANSAS,1996,March    ,Thunderstorm Wind,1,0
5546745,ALABAMA,1996,March    ,Flash Flood,1,0
5546744,ALABAMA,1996,March    ,Cold/Wind Chill,0,1
5542747,CALIFORNIA,1996,March    ,Lightning,1,0
5540704,NORTH CAROLINA,1996,March    ,Cold/Wind Chill,0,1
5540703,NORTH CAROLINA,1996,March    ,Cold/Wind Chill,0,1
5547121,TENNESSEE,1996,March    ,Tornado,1,0
5548313,NEW YORK,1996,March    ,High Wind,2,0
5541448,MINNESOTA,1996,March    ,Lightning,1,0
5547274,WASHINGTON,1996,April    ,Lightning,0,1
5547414,KENTUCKY,1996,April    ,Thunderstorm Wind,1,0
5547408,KENTUCKY,1996,April    ,Tornado,7,0
5547242,INDIANA,1996,April    ,Tornado,1,0
5544024,FLORIDA,1996,April    ,Thunderstorm Wind,2,0
5543896,ILLINOIS,1996,April    ,Tornado,1,0
5547425,KENTUCKY,1996,April    ,Tornado,4,0
5543728,ILLINOIS,1996,April    ,Tornado,9,0
5545465,MISSISSIPPI,1996,April    ,Thunderstorm Wind,0,1
5543905,ILLINOIS,1996,April    ,Tornado,13,1
5543503,MISSISSIPPI,1996,April    ,Thunderstorm Wind,1,0
5544395,KENTUCKY,1996,April    ,Thunderstorm Wind,2,0
5544023,ALABAMA,1996,April    ,Thunderstorm Wind,1,0
5543787,NORTH CAROLINA,1996,April    ,Tornado,2,0
5544865,TENNESSEE,1996,April    ,Thunderstorm Wind,2,0
5544864,TENNESSEE,1996,April    ,Tornado,12,0
5544090,ARKANSAS,1996,April    ,Tornado,2,0
5544089,ARKANSAS,1996,April    ,Tornado,6,0
5543481,ARKANSAS,1996,April    ,Tornado,5,5
5543482,ARKANSAS,1996,April    ,Tornado,30,2
5541169,ILLINOIS,1996,April    ,Tornado,2,0
5549398,CALIFORNIA,1996,April    ,Wildfire,2,0
5547409,KENTUCKY,1996,April    ,Tornado,10,0
5550133,NEW YORK,1996,April    ,Thunderstorm Wind,3,0
5546382,INDIANA,1996,April    ,Thunderstorm Wind,0,2
5543407,MISSOURI,1996,April    ,Flash Flood,1,1
5547218,NEBRASKA,1996,April    ,High Wind,0,1
5545384,TEXAS,1996,April    ,Lightning,0,1
5541167,ILLINOIS,1996,April    ,Thunderstorm Wind,2,0
5543901,ILLINOIS,1996,April    ,Tornado,29,0
5547002,TEXAS,1996,April    ,Thunderstorm Wind,1,0
5549229,VIRGINIA,1996,April    ,Flood,1,0
5551455,MISSOURI,1996,April    ,Thunderstorm Wind,2,0
5547201,NEBRASKA,1996,April    ,High Wind,1,0
5544958,PENNSYLVANIA,1996,April    ,Thunderstorm Wind,1,0
5543907,ILLINOIS,1996,April    ,Tornado,1,0
5543904,ILLINOIS,1996,April    ,Tornado,12,0
5543903,ILLINOIS,1996,April    ,Tornado,1,0
5544430,MISSISSIPPI,1996,April    ,Thunderstorm Wind,1,0
5544650,TENNESSEE,1996,April    ,Thunderstorm Wind,1,0
5551440,MISSOURI,1996,April    ,Thunderstorm Wind,4,0
5543619,FLORIDA,1996,April    ,Lightning,10,1
5548887,OKLAHOMA,1996,April    ,Hail,1,0
5545032,TENNESSEE,1996,April    ,Thunderstorm Wind,2,0
5545235,WEST VIRGINIA,1996,April    ,Thunderstorm Wind,1,0
5549645,INDIANA,1996,April    ,Tornado,5,0
5548766,MICHIGAN,1996,April    ,High Wind,1,0
5546399,INDIANA,1996,April    ,High Wind,2,0
5547965,ALABAMA,1996,April    ,Thunderstorm Wind,1,0
5547420,KENTUCKY,1996,April    ,Thunderstorm Wind,3,0
5543438,KENTUCKY,1996,April    ,High Wind,0,1
5547946,ALABAMA,1996,April    ,Lightning,1,0
5545020,ILLINOIS,1996,April    ,Tornado,7,0
5545867,MISSISSIPPI,1996,April    ,Thunderstorm Wind,2,0
5546376,TEXAS,1996,April    ,Thunderstorm Wind,6,0
5546375,TEXAS,1996,April    ,Thunderstorm Wind,2,0
5546629,WISCONSIN,1996,April    ,Lightning,1,0
5545678,LOUISIANA,1996,April    ,Tornado,1,0
5543919,ILLINOIS,1996,April    ,Thunderstorm Wind,1,0
5551436,MISSOURI,1996,April    ,Tornado,12,0
5545332,SOUTH DAKOTA,1996,April    ,Heavy Snow,3,0
5548749,MICHIGAN,1996,April    ,Hail,1,0
5580223,NORTH CAROLINA,1996,April    ,Tornado,3,0
5556981,NORTH CAROLINA,1996,April    ,Tornado,5,0
5554753,INDIANA,1996,April    ,Flash Flood,1,0
5555451,OHIO,1996,April    ,Thunderstorm Wind,0,2
5555450,OHIO,1996,April    ,Thunderstorm Wind,1,1
5555446,OHIO,1996,April    ,Thunderstorm Wind,1,0
5554678,MISSISSIPPI,1996,April    ,Thunderstorm Wind,1,0
5561335,OHIO,1996,April    ,Flash Flood,0,1
5561333,OHIO,1996,April    ,Thunderstorm Wind,0,1
5555031,ILLINOIS,1996,April    ,Tornado,4,0
5555032,ILLINOIS,1996,April    ,Tornado,4,0
5555453,OHIO,1996,April    ,Thunderstorm Wind,2,1
5556980,NORTH CAROLINA,1996,April    ,Tornado,26,0
5584105,ARKANSAS,1996,April    ,Tornado,49,0
5584104,ARKANSAS,1996,April    ,Tornado,40,2
5573829,FLORIDA,1996,April    ,Thunderstorm Wind,1,0
5562699,OKLAHOMA,1996,April    ,Tornado,9,0
5555688,PENNSYLVANIA,1996,April    ,Thunderstorm Wind,12,0
5554861,LOUISIANA,1996,April    ,Lightning,0,1
5562708,ARKANSAS,1996,April    ,Thunderstorm Wind,2,0
5562706,ARKANSAS,1996,April    ,Tornado,6,2
5550173,SOUTH CAROLINA,1996,May      ,Lightning,1,0
5551318,MISSOURI,1996,May      ,Heat,25,0
5554495,NEBRASKA,1996,May      ,Tornado,15,0
5554480,KENTUCKY,1996,May      ,Lightning,1,0
5555190,VIRGINIA,1996,May      ,Lightning,1,0
5554351,ILLINOIS,1996,May      ,Thunderstorm Wind,2,0
5555091,WEST VIRGINIA,1996,May      ,Heavy Rain,0,1
5554088,KENTUCKY,1996,May      ,Tornado,10,0
5555319,DISTRICT OF COLUMBIA,1996,May      ,Heat,1,0
5553874,KENTUCKY,1996,May      ,Tornado,10,0
5553876,KENTUCKY,1996,May      ,Tornado,1,0
5554356,KENTUCKY,1996,May      ,Thunderstorm Wind,1,0
5563138,OKLAHOMA,1996,May      ,Tornado,1,0
5554691,NEBRASKA,1996,May      ,Lightning,1,0
5554425,ALABAMA,1996,May      ,Thunderstorm Wind,2,0
5560391,PENNSYLVANIA,1996,May      ,Heat,0,1
5560382,PENNSYLVANIA,1996,May      ,Heat,3,0
5546030,MISSOURI,1996,May      ,Thunderstorm Wind,9,0
5554496,IOWA,1996,May      ,Lightning,1,1
5562003,FLORIDA,1996,May      ,Lightning,11,0
5562000,FLORIDA,1996,May      ,Rip Current,1,1
5553075,INDIANA,1996,May      ,Lightning,1,0
5553074,INDIANA,1996,May      ,Lightning,0,1
5560016,PENNSYLVANIA,1996,May      ,Thunderstorm Wind,1,0
5559382,NEW YORK,1996,May      ,Lightning,1,0
5555480,WEST VIRGINIA,1996,May      ,Flash Flood,0,1
5550009,OHIO,1996,May      ,Tornado,2,0
5545326,CALIFORNIA,1996,May      ,Wildfire,3,0
5558768,KENTUCKY,1996,May      ,Tornado,7,0
5559471,MISSOURI,1996,May      ,Tornado,1,0
5557547,MASSACHUSETTS,1996,May      ,Thunderstorm Wind,0,1
5557542,MASSACHUSETTS,1996,May      ,Thunderstorm Wind,60,0
5555353,FLORIDA,1996,May      ,Tornado,0,1
5555484,WEST VIRGINIA,1996,May      ,Flash Flood,0,2
5556292,INDIANA,1996,May      ,Lightning,1,0
5555373,KANSAS,1996,May      ,Thunderstorm Wind,2,0
5544260,IOWA,1996,May      ,Tornado,2,0
5558770,KENTUCKY,1996,May      ,Tornado,2,0
5556167,ILLINOIS,1996,May      ,Thunderstorm Wind,1,0
5543535,WISCONSIN,1996,May      ,Thunderstorm Wind,2,0
5558766,OHIO,1996,May      ,Flash Flood,0,1
5558777,KENTUCKY,1996,May      ,Lightning,1,0
5558776,OHIO,1996,May      ,Lightning,2,0
5550168,SOUTH CAROLINA,1996,May      ,Lightning,1,0
5554458,KENTUCKY,1996,May      ,Thunderstorm Wind,2,1
5555423,MICHIGAN,1996,May      ,Lightning,1,0
5555392,KANSAS,1996,May      ,Flash Flood,0,1
5569980,SOUTH CAROLINA,1996,May      ,Lightning,1,0
5569705,UTAH,1996,May      ,Flood,8,0
5553073,INDIANA,1996,May      ,Lightning,1,0
5562006,FLORIDA,1996,May      ,Lightning,1,0
5576664,TEXAS,1996,May      ,Hail,48,0
5553453,TENNESSEE,1996,May      ,Thunderstorm Wind,1,0
5545736,GEORGIA,1996,May      ,Lightning,1,0
5545734,GEORGIA,1996,May      ,Thunderstorm Wind,1,0
5545729,WASHINGTON,1996,May      ,Avalanche,2,0
5559585,INDIANA,1996,May      ,Flash Flood,0,1
5559544,PENNSYLVANIA,1996,May      ,Lightning,1,0
5545145,INDIANA,1996,May      ,Lightning,1,0
5545144,ILLINOIS,1996,May      ,Lightning,1,0
5545143,ILLINOIS,1996,May      ,Lightning,1,0
5545142,ILLINOIS,1996,May      ,Lightning,0,1
5558607,KENTUCKY,1996,May      ,Thunderstorm Wind,2,0
5544281,IOWA,1996,May      ,Hail,1,0
5560385,PENNSYLVANIA,1996,May      ,Heat,1,0
5556085,TEXAS,1996,May      ,Thunderstorm Wind,1,0
5545155,ILLINOIS,1996,May      ,Heat,0,2
5556499,MINNESOTA,1996,May      ,Hail,2,0
5556148,INDIANA,1996,May      ,Lightning,1,0
5550522,NEBRASKA,1996,May      ,Lightning,1,0
5555848,TEXAS,1996,May      ,Thunderstorm Wind,1,0
5555141,MARYLAND,1996,May      ,Heat,2,0
5555972,MISSOURI,1996,May      ,Flash Flood,2,2
5573364,HAWAII,1996,May      ,High Surf,3,1
5555510,KENTUCKY,1996,May      ,Thunderstorm Wind,1,0
5555350,MICHIGAN,1996,May      ,Flash Flood,1,0
5555100,VIRGINIA,1996,May      ,Thunderstorm Wind,1,0
5555099,VIRGINIA,1996,May      ,Lightning,1,0
5580974,NEW JERSEY,1996,May      ,Thunderstorm Wind,1,0
5545935,MONTANA,1996,May      ,Flood,0,1
5555387,KANSAS,1996,May      ,Flash Flood,0,1
5556735,WISCONSIN,1996,May      ,Thunderstorm Wind,1,0
5554786,ILLINOIS,1996,May      ,Thunderstorm Wind,2,0
5554060,KENTUCKY,1996,May      ,Flash Flood,1,1
5570103,UTAH,1996,May      ,Tornado,1,0
5553867,SOUTH DAKOTA,1996,May      ,Tornado,1,0
5553063,INDIANA,1996,May      ,Thunderstorm Wind,2,0
5553953,VIRGINIA,1996,May      ,Lightning,1,0
5562021,FLORIDA,1996,June     ,Lightning,1,0
5574285,ARIZONA,1996,June     ,Lightning,2,0
5555226,SOUTH CAROLINA,1996,June     ,Lightning,1,0
5567944,KANSAS,1996,June     ,Lightning,0,2
5550998,KANSAS,1996,June     ,Flash Flood,3,0
5561205,DISTRICT OF COLUMBIA,1996,June     ,Lightning,1,0
5562189,FLORIDA,1996,June     ,Lightning,1,0
5562188,FLORIDA,1996,June     ,Lightning,1,0
5561260,TEXAS,1996,June     ,Lightning,2,1
5574065,FLORIDA,1996,June     ,Lightning,0,1
5574255,FLORIDA,1996,June     ,Lightning,1,0
5551508,ILLINOIS,1996,June     ,Lightning,0,1
5567071,DELAWARE,1996,June     ,Heat,8,0
5562016,FLORIDA,1996,June     ,Lightning,1,0
5567521,OHIO,1996,June     ,Lightning,1,0
5574272,FLORIDA,1996,June     ,Lightning,1,0
5574270,FLORIDA,1996,June     ,Lightning,1,0
5566550,WISCONSIN,1996,June     ,Heat,70,0
5567519,OHIO,1996,June     ,Lightning,2,1
5560267,INDIANA,1996,June     ,Flash Flood,0,1
5559276,MISSOURI,1996,June     ,Heat,0,1
5559275,MISSOURI,1996,June     ,Heat,0,1
5561065,COLORADO,1996,June     ,Lightning,1,0
5561914,OHIO,1996,June     ,Lightning,1,0
5576433,CALIFORNIA,1996,June     ,Rip Current,0,1
5567525,OHIO,1996,June     ,Lightning,1,0
5567093,PENNSYLVANIA,1996,June     ,Flash Flood,0,2
5560079,FLORIDA,1996,June     ,Lightning,1,0
5558883,FLORIDA,1996,June     ,Lightning,3,0
5562214,NEW YORK,1996,June     ,Thunderstorm Wind,3,0
5574242,FLORIDA,1996,June     ,Lightning,0,1
5573083,VERMONT,1996,June     ,Lightning,1,1
5561021,COLORADO,1996,June     ,Lightning,1,0
5561399,NEW YORK,1996,June     ,Lightning,1,0
5562186,FLORIDA,1996,June     ,Lightning,1,0
5562079,OHIO,1996,June     ,Lightning,1,0
5562963,PENNSYLVANIA,1996,June     ,Lightning,6,0
5583418,MINNESOTA,1996,June     ,Lightning,0,1
5557565,MASSACHUSETTS,1996,June     ,Lightning,7,0
5554843,NORTH DAKOTA,1996,June     ,Hail,3,0
5566472,MINNESOTA,1996,June     ,Lightning,1,0
5570188,SOUTH CAROLINA,1996,June     ,Heat,0,1
5562520,OHIO,1996,June     ,Lightning,1,0
5566545,WISCONSIN,1996,June     ,Lightning,1,0
5560614,TEXAS,1996,June     ,Lightning,0,1
